Handle, BlitzRating, BlitzRD, BlitzWon, BlitzLost, BlitzDrawn, BlitzTotal
Extermi, 1366, 47.5, 6753, 6264, 823, 13840
Extermini, 1333, 58.8, 4997, 4565, 539, 10101
extortionist, 1721, 67.5, 34, 25, 2, 61
ExtremeWays, 1380, 96.9, 146, 110, 9, 265
exzoideajedrez, 1511, 127.0, 161, 247, 23, 431
eyalszafran, 1376, 41.8, 1216, 808, 84, 2108
eydrix, 1012, 90.4, 715, 1373, 41, 2129
Eyechess, 1342, 26.8, 4087, 4195, 384, 8666
EyeLikePie, 1029, 32.7, 88, 222, 14, 324
eyessack, 1118, 41.9, 92, 135, 4, 231
eyestiger, 1744, 329.7, 1, 0, 0, 1
Eyewink, 1209, 37.6, 406, 371, 30, 807
Eykca, 1176, 148.4, 7, 16, 1, 24
ezekarl, 1471, 28.6, 516, 640, 76, 1232
ezekialsrage, 875, 93.8, 2, 44, 0, 46
EZoto, 1446, 50.4, 1845, 1889, 192, 3926
eZseven, 1066, 38.9, 2194, 2975, 113, 5282
fabianopoa, 1474, 93.3, 566, 605, 46, 1217
fabianoprimo, 1643, 52.8, 696, 637, 76, 1409
fabim, 1574, 46.3, 409, 508, 18, 935
FabricioF, 1031, 26.3, 741, 1466, 51, 2258
Facade, 1599, 57.5, 1186, 925, 197, 2308
facetious, 1264, 97.8, 1505, 1188, 36, 2729
Facundomyh, 1707, 49.1, 544, 266, 31, 841
fadaga, 1638, 27.6, 2339, 3078, 598, 6015
FADEDGIANT, 1174, 42.0, 116, 142, 10, 268
Faernal, 1242, 56.7, 3222, 6132, 118, 9472
fafamanga, 1370, 93.8, 232, 241, 25, 498
FahadDUBAIman, 927, 49.2, 149, 279, 12, 440
FahQwiseguy, 2025, 101.4, 376, 163, 20, 559
faisalAKKAL, 1399, 32.8, 792, 968, 51, 1811
faithfullove, 1390, 21.8, 2007, 4291, 161, 6459
fajchess, 1524, 31.6, 3250, 3932, 330, 7512
fakhrul, 1217, 50.3, 925, 984, 37, 1946
Fakler, 1047, 28.4, 1016, 2086, 63, 3165
falak, 1346, 58.4, 6392, 6991, 822, 14205
falbaek, 1055, 128.5, 14, 28, 1, 43
Falkentyne, 1161, 333.6, 0, 1, 0, 1
fallback, 1261, 59.1, 1212, 1902, 90, 3204
fallenaune, 1154, 56.6, 349, 356, 28, 733
faltorpan, 1072, 69.2, 534, 705, 39, 1278
famicucci, 1247, 64.7, 100, 68, 6, 174
fanachess, 1417, 25.0, 12923, 16940, 1495, 31358
Fanaticist, 1712, 41.1, 445, 203, 19, 667
fanghorn, 1509, 67.8, 260, 226, 19, 505
fanmail, 893, 38.8, 148, 218, 15, 381
FantasmaNinja, 1737, 38.8, 2987, 2420, 233, 5640
fantasticfour, 1157, 39.0, 1960, 2224, 141, 4325
Fante, 1215, 96.2, 2263, 2913, 250, 5426
fantonio, 1112, 122.0, 70, 90, 5, 165
Fantorax, 1532, 48.6, 1210, 835, 108, 2153
FargoBear, 1372, 55.3, 198, 170, 16, 384
farhadk, 1516, 37.6, 5114, 3667, 323, 9104
Farlif, 1266, 30.6, 2757, 3955, 147, 6859
farlo, 1406, 76.6, 284, 238, 17, 539
farmerX, 1101, 42.7, 396, 1024, 29, 1449
farnham, 1492, 24.3, 14407, 12142, 1417, 27966
FARQU, 982, 42.1, 1930, 2417, 90, 4437
farsichess, 1095, 215.5, 1, 4, 0, 5
Farsyd, 1582, 28.9, 5318, 3119, 350, 8787
farusu, 1202, 99.0, 626, 218, 14, 858
Fashion, 2168, 124.0, 56, 4, 3, 63
fassbinder, 1139, 35.4, 6570, 4297, 274, 11141
fastbilly, 1109, 33.1, 301, 351, 25, 677
fastbutsloppy, 1774, 36.2, 627, 395, 69, 1091
fastglass, 1135, 34.6, 825, 1704, 41, 2570
Fateh, 1414, 40.6, 5295, 7180, 305, 12780
fathimasaq, 1190, 115.3, 1000, 871, 69, 1940
fatimus, 1346, 33.0, 2660, 2830, 284, 5774
fatjodos, 1112, 25.9, 1331, 1090, 88, 2509
Fatnakedguyrunnin, 1391, 47.1, 1550, 407, 96, 2053
FatSchemer, 1262, 29.9, 425, 571, 49, 1045
fatserg, 1451, 33.3, 2995, 3924, 110, 7029
fatsloppydriver, 1244, 143.3, 878, 1509, 82, 2469
fattyMcghee, 757, 122.3, 3, 19, 0, 22
FaughABallagh, 1233, 131.3, 673, 793, 56, 1522
Faunus, 1130, 46.9, 591, 1580, 99, 2270
fawltytowers, 1177, 29.2, 152, 299, 20, 471
Faydogg, 1230, 28.4, 3463, 6643, 549, 10655
FAZEKAS, 1368, 79.6, 1486, 602, 44, 2132
fazt, 1812, 24.4, 3322, 3494, 425, 7241
fbafelipe, 1238, 87.8, 72, 154, 6, 232
FBGHooper, 1327, 27.7, 3709, 3968, 639, 8316
fbust, 946, 41.4, 261, 336, 9, 606
fcetina, 1279, 162.5, 3, 12, 0, 15
fcspartak, 1683, 43.4, 204, 61, 22, 287
FCTI, 1226, 71.4, 183, 324, 5, 512
FDiAncoya, 1266, 67.9, 1510, 3253, 217, 4980
fdmazzone, 1262, 55.8, 2161, 2305, 146, 4612
FDog, 1738, 31.5, 3730, 2455, 221, 6406
fedayin, 889, 32.5, 287, 391, 16, 694
fedemos, 1051, 119.3, 14, 40, 0, 54
Federalist, 850, 176.3, 2, 7, 0, 9
fedore, 1003, 42.0, 2042, 4045, 112, 6199
feelm, 882, 39.2, 1363, 4741, 102, 6206
feenixknight, 1027, 52.0, 334, 646, 16, 996
feenom, 1132, 150.9, 5, 11, 0, 16
Feestt, 1119, 32.1, 993, 962, 71, 2026
Feiticeiro, 1601, 122.2, 1997, 1584, 161, 3742
feld, 1050, 112.8, 4894, 6763, 314, 11971
felipedj, 1497, 65.1, 14061, 15795, 1021, 30877
felixfelix, 1139, 127.7, 5, 6, 1, 12
FelixTheCat, 1719, 24.9, 15337, 11153, 1092, 27582
felko, 1057, 52.0, 2959, 2601, 142, 5702
felosj, 997, 131.7, 9, 12, 1, 22
Fenanze, 1632, 126.8, 839, 927, 74, 1840
fendermac, 1256, 39.1, 478, 411, 60, 949
fenerlive, 1020, 130.3, 16, 53, 0, 69
fengzheng, 1387, 132.7, 8, 12, 2, 22
Fenkoff, 802, 137.0, 1, 11, 0, 12
Ferad, 1728, 39.3, 3742, 3554, 321, 7617
ferdig, 1736, 28.2, 6190, 8648, 730, 15568
ferhatama, 1550, 28.6, 671, 1641, 118, 2430
feriandri, 1078, 60.3, 185, 349, 25, 559
ferik, 1497, 72.9, 259, 175, 13, 447
ferleo, 1767, 104.1, 221, 293, 23, 537
Ferna, 1713, 62.0, 1079, 629, 90, 1798
Fernando, 1329, 132.8, 1140, 2294, 161, 3595
fernanevyn, 1354, 35.1, 2155, 2012, 88, 4255
Ferose, 1102, 114.9, 12, 43, 1, 56
ferri, 1245, 29.3, 2917, 2668, 176, 5761
ferupe, 1355, 20.8, 10805, 18994, 1240, 31039
Feuplayer, 1491, 169.8, 8, 11, 0, 19
feust, 1027, 80.0, 38, 48, 1, 87
fewe, 1418, 26.1, 8272, 9884, 309, 18465
Feyn, 1160, 34.6, 330, 346, 31, 707
fezzjr, 1273, 90.1, 185, 232, 20, 437
ffdallagnol, 1359, 29.2, 3183, 2138, 207, 5528
FFELON, 1353, 36.5, 2635, 2781, 305, 5721
FFLOYD, 1123, 44.3, 519, 377, 92, 988
ffmusicdj, 616, 129.7, 3, 27, 0, 30
ffuunnyy, 1174, 98.7, 5, 17, 1, 23
ffvaan, 1267, 72.4, 441, 417, 28, 886
FGPinget, 1695, 128.0, 531, 403, 45, 979
fhctyfk, 1537, 36.8, 465, 248, 17, 730
fhjais, 1876, 60.6, 153, 27, 0, 180
fianchettochess, 1627, 99.4, 376, 275, 35, 686
fianchettosstorm, 1291, 27.5, 1893, 5402, 226, 7521
fianchettous, 1304, 57.6, 1054, 1035, 98, 2187
Fibonaccie, 1470, 24.2, 2717, 3043, 327, 6087
ficcapowa, 1391, 63.0, 190, 331, 16, 537
FickleMars, 1130, 85.9, 558, 777, 24, 1359
ficsficsfan, 1398, 34.0, 2221, 4012, 128, 6361
ficsid, 943, 29.1, 129, 289, 6, 424
ficsPlayerHandle, 790, 261.7, 0, 7, 0, 7
ficsserver, 1248, 52.6, 236, 556, 34, 826
ficsun, 1653, 42.5, 873, 866, 90, 1829
ficuest, 1348, 29.4, 3219, 2233, 233, 5685
fiddlinggeorge, 1796, 47.8, 3767, 2992, 310, 7069
FidelCastro, 1547, 35.4, 17913, 19049, 2437, 39399
fideplayer, 1368, 78.2, 286, 316, 23, 625
fidodog, 1397, 30.2, 1185, 621, 70, 1876
fidotopdog, 1226, 230.5, 0, 24, 0, 24
fidou, 1309, 54.9, 228, 190, 17, 435
fieldmaster, 1162, 41.0, 612, 357, 23, 992
FieryHydra, 1544, 110.0, 4084, 4204, 716, 9004
fifthavenue, 1326, 21.9, 7756, 8207, 550, 16513
fightclutch, 1203, 67.6, 300, 284, 22, 606
FightingAtheist, 1001, 142.8, 3, 9, 0, 12
FightingIrishfan, 1259, 45.0, 3000, 2474, 154, 5628
FigureOfLife, 1884, 50.1, 1249, 604, 87, 1940
FIHTies, 1206, 37.2, 4636, 7002, 283, 11921
fijichess, 1401, 56.7, 1195, 876, 60, 2131
Fik, 2050, 28.5, 20761, 16702, 4037, 41500
fikipaldi, 1356, 38.7, 832, 892, 43, 1767
fileelena, 1229, 26.1, 3156, 3567, 225, 6948
filigiuli, 1307, 37.7, 1643, 875, 91, 2609
filiperafaeli, 1034, 183.5, 41, 138, 9, 188
FilipinoSteve, 1254, 152.2, 2, 15, 0, 17
FilthyHenry, 954, 106.3, 18, 82, 2, 102
fimarez, 1310, 60.3, 605, 775, 68, 1448
finalprodigy, 1297, 30.9, 334, 400, 22, 756
finbaaa, 1408, 226.9, 0, 2, 0, 2
finechess, 1726, 55.5, 2556, 1078, 284, 3918
finewine, 1106, 40.1, 1389, 1482, 92, 2963
fingchessmate, 1399, 75.3, 113, 94, 9, 216
fingerslip, 1374, 61.7, 1091, 742, 88, 1921
Finishhim, 936, 63.0, 390, 688, 6, 1084
FINLANDIA, 1668, 60.1, 1311, 1305, 186, 2802, 1261, 36.4, 296, 314, 28, 638
finnian, 1583, 84.9, 17259, 12726, 1157, 31142
Finno, 1072, 31.1, 2368, 4471, 213, 7052
fiphty, 1042, 98.3, 16, 22, 1, 39
FireAlex, 1549, 59.8, 2001, 1032, 121, 3154
fireandflames, 985, 55.4, 649, 1079, 26, 1754
FireDragg, 2033, 138.1, 227, 76, 9, 312
FireFics, 1751, 68.9, 634, 510, 46, 1190
firenight, 1375, 49.4, 105, 104, 6, 215
fireONmaui, 1138, 87.4, 2964, 3496, 257, 6717
firerico, 1311, 33.7, 1869, 2174, 114, 4157
fireslash, 1033, 56.0, 100, 115, 16, 231
firov, 1442, 36.5, 163, 228, 6, 397
FirstOboe, 1057, 24.2, 2152, 3423, 188, 5763
firusvg, 1159, 75.8, 786, 1095, 137, 2018
fischerism, 1188, 31.9, 561, 1085, 13, 1659
fischerja, 1454, 91.5, 802, 1412, 96, 2310
Fischeur, 1545, 61.1, 968, 638, 104, 1710
fishegg, 1351, 36.1, 2784, 3109, 224, 6117
fishermania, 1408, 26.0, 1944, 1592, 149, 3685
fishflakes, 1724, 24.0, 6012, 6327, 428, 12767
fishier, 1414, 73.3, 1991, 2293, 203, 4487
fishlens, 1682, 46.6, 4975, 3396, 205, 8576
FishRunner, 1686, 67.4, 375, 307, 28, 710
Fishstar, 1309, 25.6, 2911, 2455, 258, 5624
FishWhistler, 1552, 47.8, 317, 143, 24, 484
FishysAvenger, 1285, 144.2, 176, 90, 18, 284
fisted, 884, 135.1, 53, 117, 2, 172
Fitchess, 1978, 120.0, 171, 143, 19, 333
fitzkelly, 1063, 116.9, 2664, 4254, 251, 7169
fivedogs, 1384, 32.6, 3176, 5293, 189, 8658
fivemingame, 1329, 61.5, 316, 130, 12, 458
fivemovsahead, 1437, 56.0, 150, 162, 11, 323
FiveRings, 1360, 122.1, 9, 95, 0, 104
fivewood, 951, 45.9, 2496, 5028, 166, 7690
fixerator, 1004, 43.5, 832, 1518, 62, 2412
fizzmaster, 1161, 45.1, 840, 311, 30, 1181
fjoskrakk, 1352, 92.2, 27, 43, 6, 76
Flabellina, 1586, 63.4, 626, 773, 62, 1461
Flameraider, 1115, 33.5, 302, 686, 30, 1018
Flamingnerd, 1201, 153.6, 4, 15, 2, 21
flatman, 1425, 60.7, 439, 433, 73, 945
flatzflutz, 1220, 38.1, 2650, 5196, 218, 8064
flavo, 1369, 28.9, 6470, 8607, 374, 15451
Flduckhunter, 776, 146.9, 4, 24, 0, 28
Flegmeth, 1436, 40.7, 1403, 1212, 132, 2747
flekica, 1514, 212.0, 1, 3, 0, 4
Flicflac, 1918, 20.6, 2041, 2330, 238, 4609
FlightsOFAntasy, 971, 60.5, 106, 199, 9, 314
flinthard, 1059, 87.3, 9, 29, 1, 39
flitz, 1743, 74.4, 1139, 1127, 133, 2399
flitzzzz, 1143, 27.5, 1887, 2345, 80, 4312
floare, 1494, 71.3, 244, 151, 55, 450
FloatingPoint, 1237, 41.9, 3202, 2491, 167, 5860
Flodelarab, 1244, 34.1, 1856, 899, 36, 2791
FloriE, 1414, 35.5, 1504, 2106, 136, 3746
flortje, 1743, 27.1, 1124, 1078, 136, 2338
Flourish, 1816, 53.1, 5993, 2867, 399, 9259
FloydSpender, 1009, 30.5, 637, 1401, 81, 2119
Fludae, 913, 81.7, 31, 128, 5, 164
FlukeSpb, 865, 52.5, 205, 335, 13, 553
Flupkes, 1026, 37.8, 1430, 1878, 60, 3368
Flurpip, 1591, 36.4, 5354, 4083, 545, 9982
fluters, 1573, 24.5, 25553, 33798, 1811, 61162
fluxcat, 1476, 161.7, 18, 8, 0, 26
fluxtendu, 1165, 105.5, 468, 692, 32, 1192
flyingfeats, 1013, 27.6, 890, 779, 72, 1741
Flyinghooves, 1140, 43.9, 4516, 7175, 230, 11921
flyingpawn, 1567, 23.6, 9516, 7497, 920, 17933
flyingsaucerpilot, 970, 32.4, 4672, 3043, 170, 7885
flyingTriangle, 1502, 294.3, 0, 1, 0, 1
flyjuice, 1392, 28.0, 4424, 3647, 192, 8263
flykiller, 2028, 98.8, 12877, 8166, 2957, 24000
fmacmpua, 1195, 30.0, 752, 958, 54, 1764
fmarius, 999, 33.5, 1303, 3712, 30, 5045
fmdroper, 1940, 39.8, 2600, 858, 192, 3650
fmlc, 1550, 36.5, 1628, 1487, 197, 3312
FMmanyak, 2055, 66.0, 4199, 3377, 529, 8105
fmmaster, 1320, 60.0, 64, 97, 9, 170
fnogatz, 1640, 29.7, 3848, 2657, 315, 6820
foduck, 1329, 33.6, 1705, 3713, 70, 5488
fofate, 1588, 25.1, 3507, 4905, 546, 8958
fogmay, 1195, 30.4, 7407, 10929, 800, 19136
folderol, 1661, 34.3, 5867, 4710, 646, 11223
FollowYourHeart, 1283, 63.7, 168, 167, 11, 346
fonefun, 995, 89.2, 452, 564, 22, 1038
fonsj, 1259, 42.1, 4837, 6530, 341, 11708
foobaer, 1693, 46.6, 3124, 3379, 201, 6704
Foodstamp, 1541, 37.9, 978, 929, 121, 2028
fooio, 1297, 47.7, 1188, 1993, 183, 3364
fooledya, 1017, 97.9, 103, 147, 3, 253
foolsh, 1325, 41.6, 655, 492, 35, 1182
footballcoach, 1380, 54.2, 2784, 1654, 234, 4672
footsoldier, 1118, 42.7, 2773, 5128, 219, 8120
Forcanys, 1611, 25.8, 1424, 1827, 228, 3479
Forester, 1754, 21.0, 20706, 15366, 1398, 37470
forethoughtwins, 1354, 34.6, 610, 669, 47, 1326
foreverash, 1105, 65.1, 18, 42, 1, 61
foreverblackman, 976, 51.4, 416, 614, 16, 1046
forevergreen, 1369, 47.3, 1204, 1309, 58, 2571
forfar, 1708, 43.0, 14845, 14382, 1514, 30741, 1810, 24.7, 12657, 8850, 1575, 23082
ForgottenEchoes, 1408, 56.6, 3728, 2584, 288, 6600
forkUU, 1521, 350.0, 40, 33, 7, 80
ForkUup, 946, 33.8, 147, 274, 8, 429
formalcause, 1335, 144.9, 8, 4, 1, 13
formulaforce, 1282, 37.9, 2831, 2387, 137, 5355
Forniespm, 1327, 51.1, 676, 578, 37, 1291
FornodiZoldo, 1207, 75.9, 954, 1438, 71, 2463
forpfics, 1471, 129.1, 23, 24, 1, 48
forrest, 1407, 30.6, 23867, 9029, 1507, 34403
forrestx, 1172, 116.7, 677, 870, 36, 1583
fortchess, 1092, 60.7, 995, 1353, 69, 2417
FortressAB, 1448, 50.6, 46, 28, 5, 79
fortu, 1548, 61.4, 6584, 9027, 732, 16343
FortunaChess, 1696, 115.4, 1430, 635, 74, 2139
FortWonny, 1203, 38.0, 775, 795, 34, 1604
fortytwooz, 1227, 28.7, 1156, 771, 32, 1959
ForzaASRoma, 1311, 62.2, 289, 321, 33, 643
fossgly, 1630, 72.9, 887, 543, 84, 1514
fossle, 1920, 26.5, 2082, 1664, 433, 4179
foti, 1189, 29.6, 5728, 6004, 502, 12234
fou, 1203, 51.1, 4092, 4318, 296, 8706
Foucault, 1188, 43.5, 761, 1191, 61, 2013
Foupoilu, 1580, 24.0, 6920, 8787, 604, 16311
FourBishops, 1242, 57.1, 188, 330, 20, 538
fourElements, 1353, 32.6, 1331, 1330, 124, 2785
FourPointOh, 1356, 50.3, 3114, 2497, 244, 5855
FOWARDL, 1013, 28.5, 652, 1672, 68, 2392, 1749, 31.6, 17016, 11446, 2217, 30679
foxchaseii, 1361, 43.5, 2475, 3368, 250, 6093
foxone, 1148, 42.8, 6109, 8395, 283, 14787
FOXPETER, 1403, 32.4, 2066, 1487, 143, 3696
foytik, 1850, 30.5, 354, 413, 27, 794
Fozzy, 1962, 22.6, 10709, 8777, 957, 20443
FPep, 803, 120.0, 3, 11, 1, 15
fpster, 1237, 32.0, 941, 898, 74, 1913
Fqitz, 1633, 40.0, 1209, 1215, 108, 2532
fractalclouds, 1131, 55.8, 1663, 1881, 87, 3631
frad, 1455, 32.8, 2784, 1649, 239, 4672
FRAHE, 1841, 35.5, 7406, 2595, 403, 10404
frakinyov, 1306, 24.0, 4839, 5281, 272, 10392
Francescoandrio, 1080, 50.6, 31, 67, 1, 99
francescovolpe, 1084, 35.0, 1381, 3041, 98, 4520
franciscoedv, 1275, 87.5, 393, 474, 31, 898
Francocappa, 994, 103.1, 11, 39, 0, 50
Francofon, 1423, 52.7, 95, 71, 1, 167
francoishaha, 1442, 45.0, 3626, 4125, 366, 8117
francoso, 1533, 33.1, 3276, 7519, 300, 11095
FranekSpacecheck, 1301, 22.7, 1945, 2957, 84, 4986
frankbascombe, 1379, 114.3, 212, 280, 21, 513
Frankee, 1363, 34.3, 25153, 6393, 1011, 32557
FrankEG, 1357, 42.9, 2699, 2320, 318, 5337
Frankendawn, 1164, 78.6, 729, 2489, 109, 3327
Frankhallgreen, 799, 68.3, 110, 643, 6, 759
FrankHeller, 1590, 29.6, 3632, 1506, 310, 5448
Frankiemh, 1202, 91.6, 909, 1025, 41, 1975
FrankMuller, 1296, 120.9, 339, 364, 48, 751
FrankQu, 1580, 114.2, 4138, 2672, 487, 7297
franksama, 1636, 23.9, 6272, 6158, 517, 12947
FrankTheFirst, 1440, 30.5, 3088, 2621, 199, 5908
FranzB, 1301, 28.8, 2858, 2628, 147, 5633
franzgabo, 1648, 38.6, 2567, 3121, 208, 5896
franzgotsis, 1644, 43.2, 1757, 685, 80, 2522
franzk, 1651, 143.3, 9000, 8659, 1082, 18741
fraperr, 1381, 50.0, 1527, 1162, 124, 2813
FrasierCrane, 1473, 107.5, 370, 179, 26, 575
frauber, 1521, 64.5, 1317, 1105, 142, 2564
Frco, 1472, 68.5, 2560, 3389, 287, 6236
FreakHead, 1105, 36.5, 185, 186, 16, 387
freddiethefrog, 1213, 70.5, 18, 16, 0, 34
freddyigbinosa, 1300, 53.4, 2690, 3340, 449, 6479
FreddyReinfeld, 1727, 175.6, 11, 3, 0, 14
FredGambit, 1280, 106.9, 61, 76, 4, 141
FredNietzsche, 1527, 47.4, 1625, 1091, 63, 2779
FredNorris, 1132, 38.1, 582, 822, 48, 1452
FredrikJ, 1731, 34.9, 2270, 1706, 244, 4220
Fredthewolf, 1402, 35.3, 3834, 3231, 323, 7388
Fredyco, 1191, 76.1, 70, 126, 6, 202
FreeBillStickers, 1355, 33.1, 116, 83, 5, 204
freeboot, 1621, 38.2, 2686, 5153, 343, 8182
freefal, 992, 63.9, 26, 53, 2, 81
freefallfreddy, 1140, 32.4, 300, 430, 8, 738
freegan, 1223, 327.1, 0, 1, 0, 1
Freegman, 1105, 39.6, 202, 287, 24, 513
Freeki, 1026, 65.8, 404, 767, 31, 1202
freese, 1511, 46.8, 897, 613, 39, 1549
freesok, 1279, 64.9, 9240, 9331, 787, 19358
freestylattitude, 1041, 195.2, 17, 31, 0, 48
freestylechess, 1267, 46.1, 1954, 2187, 96, 4237
Freethinkin, 1437, 79.5, 597, 594, 22, 1213
fregen, 1599, 47.3, 4731, 3228, 472, 8431
Freilos, 1505, 32.5, 8307, 4832, 734, 13873
frekhike, 1333, 28.8, 5836, 5720, 371, 11927
Frele, 1189, 37.6, 1040, 985, 66, 2091
frencheng, 972, 66.7, 718, 680, 65, 1463
frenchguy, 1768, 49.6, 2060, 612, 76, 2748
FrenchPitch, 1087, 66.5, 559, 731, 25, 1315
frenez, 1620, 128.5, 332, 135, 30, 497
frenk, 1656, 20.6, 14332, 12048, 2318, 28698
FreoDockers, 1106, 32.9, 6382, 7181, 631, 14194
freqrider, 1008, 43.9, 557, 852, 17, 1426
FreshGreens, 1441, 19.1, 806, 1007, 102, 1915
FreshyFresh, 1229, 239.8, 1, 2, 0, 3
fridayknights, 1108, 27.1, 4788, 8494, 530, 13812
FriendOfTheKing, 2064, 48.6, 2174, 1722, 252, 4148
FriendshipFighter, 1901, 35.1, 2560, 2001, 224, 4785
Friendzy, 1093, 73.8, 17, 42, 2, 61
FrierTuck, 1773, 26.5, 1376, 1492, 43, 2911
FRIGHTFIGHT, 1059, 56.8, 22, 58, 0, 80
frigybeer, 1230, 126.4, 456, 574, 16, 1046
friky, 1722, 92.5, 7220, 5071, 470, 12761
fritzilgatto, 1154, 42.9, 1027, 616, 58, 1701
fritzjf, 1263, 23.8, 5527, 6439, 567, 12533
FrmKerala, 1588, 45.0, 345, 201, 13, 559
frmstechlin, 1302, 52.1, 214, 143, 5, 362
frncs, 1191, 59.6, 272, 395, 33, 700
frodriguez, 1440, 43.4, 1012, 844, 70, 1926
FrogC, 1260, 59.2, 1111, 678, 105, 1894
frogers, 1341, 123.0, 69, 60, 7, 136
froggydave, 1436, 28.9, 2635, 3073, 338, 6046
fromMjolnir, 1269, 32.5, 1464, 1346, 146, 2956
fronald, 604, 162.3, 1, 20, 0, 21
FRONTEYES, 820, 112.1, 38, 133, 3, 174
frostedsnowman, 1272, 309.4, 0, 1, 0, 1
frostmourne, 1557, 41.5, 3906, 5094, 620, 9620
FrozenPawn, 1158, 45.9, 1139, 2300, 234, 3673
frtipik, 1021, 60.0, 103, 170, 8, 281
frufala, 1615, 45.2, 2304, 2040, 183, 4527
Fruito, 1246, 139.2, 7, 20, 1, 28
FrumPilot, 1346, 40.0, 2333, 2533, 125, 4991
frunze, 1741, 20.2, 31407, 25334, 2597, 59338
fsanyi, 1336, 29.2, 2744, 3056, 280, 6080
ftdavies, 1346, 31.2, 1117, 4485, 179, 5781
fttbrain, 1102, 46.9, 977, 753, 56, 1786
ftuteleers, 1480, 28.0, 1856, 2545, 140, 4541
Ftvkun, 1281, 51.6, 1192, 1672, 83, 2947
Fuat, 1069, 44.2, 730, 1819, 90, 2639
Fudpucker, 1803, 20.3, 1500, 1311, 87, 2898
fuentele, 902, 176.3, 3, 6, 0, 9
FueR, 1329, 31.4, 4841, 5415, 626, 10882
Fugitiv, 1378, 144.1, 16, 20, 1, 37
Fujamoto, 1093, 41.8, 134, 160, 6, 300
fujin, 1382, 38.6, 1750, 2740, 254, 4744
fujingyuan, 1457, 39.7, 897, 1478, 140, 2515
fulanman, 762, 98.9, 1, 51, 0, 52
fullb, 1040, 146.1, 6, 14, 1, 21
Fullminster, 2139, 106.3, 469, 337, 68, 874
fung, 1419, 103.4, 847, 1145, 63, 2055
fungiat, 1791, 22.1, 3982, 5840, 907, 10729
funinthemorgue, 1329, 35.2, 759, 480, 34, 1273
funked, 1061, 170.5, 2, 7, 0, 9
funker, 1551, 28.8, 963, 431, 77, 1471
funkonfusion, 1303, 35.4, 2518, 1487, 56, 4061
Funkwecker, 1519, 27.3, 6162, 7376, 460, 13998
Funplay, 1457, 103.7, 5519, 6178, 308, 12005
furry, 914, 178.1, 3, 11, 0, 14
Futhark, 1503, 60.9, 36, 38, 3, 77
FutureMaster, 1720, 62.4, 1229, 845, 94, 2168
fuzzybuzzy, 1231, 167.5, 4, 9, 1, 14
fuzzykingjames, 967, 49.6, 169, 368, 16, 553
fvesely, 1333, 37.0, 1448, 1171, 98, 2717
Fwaka, 1100, 137.3, 4, 8, 1, 13
fwenkey, 1414, 39.3, 2721, 1543, 172, 4436
fwm, 1397, 29.1, 1562, 1984, 133, 3679
fyrer, 1306, 36.5, 2573, 2076, 205, 4854
FZAP, 1357, 38.0, 1066, 1658, 50, 2774
FZi, 1606, 23.7, 8858, 6094, 1328, 16280
Fzoozle, 1508, 33.2, 10309, 5414, 687, 16410
Gabebro, 1291, 28.1, 4041, 3388, 182, 7611
Gabej, 563, 119.4, 2, 22, 0, 24
gabrielag, 1167, 44.2, 1354, 1672, 79, 3105
GabrielChime, 855, 101.8, 3813, 7452, 165, 11430
GabrielH, 1115, 30.4, 3776, 3267, 211, 7254
gabrielpergola, 1515, 40.3, 1594, 1908, 193, 3695
GabrielRajamin, 1046, 24.8, 1567, 2202, 134, 3903
Gabrielrw, 1509, 26.2, 6464, 4343, 633, 11440
Gabryan, 1495, 32.9, 3987, 6755, 585, 11327
gadam, 1322, 68.9, 1620, 1235, 111, 2966
gaejangsoo, 1317, 76.3, 157, 146, 5, 308
Gaettan, 1175, 28.3, 4599, 5260, 187, 10046
Gaigin, 1156, 31.6, 6401, 6988, 416, 13805
gailsmithwa, 1287, 35.0, 538, 999, 45, 1582
Gainesvillelover, 1192, 323.0, 0, 1, 0, 1
GairahGila, 1292, 28.0, 344, 434, 15, 793
gaj, 1640, 24.4, 10969, 6369, 774, 18112
GAlam, 1159, 41.8, 979, 948, 116, 2043
Galileo, 1544, 27.7, 9624, 11528, 1356, 22508
Galleta, 1439, 43.9, 6298, 5946, 721, 12965
gallileo, 1462, 25.5, 16130, 16551, 805, 33486
Galningen, 1545, 45.9, 1528, 1297, 128, 2953
galoisgr, 1632, 38.4, 2899, 2947, 269, 6115
GALTEE, 1748, 52.7, 1130, 357, 82, 1569
galyts, 1308, 115.1, 230, 412, 46, 688
Gambitbuster, 1075, 159.7, 3, 7, 0, 10
GambitGangsta, 1583, 37.8, 219, 227, 20, 466
gambitguyx, 1465, 146.6, 7, 8, 0, 15
GambitScott, 1602, 62.9, 371, 247, 28, 646
gambm, 1392, 26.0, 9112, 12447, 745, 22304
gamboot, 1335, 51.5, 1329, 1595, 68, 2992
gambord, 885, 35.2, 708, 1795, 25, 2528
gameboyking, 790, 150.5, 2, 11, 0, 13
gamefowl, 1595, 25.5, 2785, 4713, 329, 7827
gamesmanXVIV, 1345, 34.4, 7077, 1958, 330, 9365
ganbare, 674, 152.7, 2, 21, 0, 23
Gancey, 872, 74.0, 13, 66, 0, 79
gandalfmp, 1149, 35.5, 1457, 1697, 68, 3222
gandalfwizard, 1608, 59.3, 2779, 3172, 381, 6332
gankandspank, 1342, 55.9, 171, 70, 5, 246
